hora,metaf,aero
1682798400000,"METAF SBBR 292000Z  18001KT 9999  -TSRA   FEW030CB 26/15 Q1014=
",SBBR
1682802000000,"METAF SBBR 292100Z  24001KT 9999  -TSRA   FEW030CB 26/14 Q1014=
",SBBR
1682805600000,"METAF SBBR 292200Z  24002KT 9999  - RA     26/14 Q1014=
",SBBR
1682809200000,"METAF SBBR 292300Z  21005KT 9999  - RA     25/15 Q1015=
",SBBR
1682812800000,"METAF SBBR 300000Z  20006KT CAVOK 22/15 Q1016=
",SBBR
1682816400000,"METAF SBBR 300100Z  21006KT CAVOK 22/15 Q1016=
",SBBR
1682820000000,"METAF SBBR 300200Z  19004KT CAVOK 21/15 Q1017=
",SBBR
1682823600000,"METAF SBBR 300300Z  19004KT CAVOK 21/15 Q1017=
",SBBR
1682827200000,"METAF SBBR 300400Z  18004KT CAVOK 20/15 Q1016=
",SBBR
1682830800000,"METAF SBBR 300500Z  17003KT CAVOK 20/15 Q1016=
",SBBR
1682834400000,"METAF SBBR 300600Z  16003KT 6000       FEW033   19/15 Q1015=
",SBBR
1682838000000,"METAF SBBR 300700Z  16003KT 6000       FEW033   18/15 Q1015=
",SBBR
1682841600000,"METAF SBBR 300800Z  16003KT 6000       FEW033   18/15 Q1015=
",SBBR
1682845200000,"METAF SBBR 300900Z  14003KT 6000       FEW033   18/15 Q1016=
",SBBR
1682848800000,"METAF SBBR 301000Z  12005KT 6000       SCT030   18/15 Q1016=
",SBBR
1682852400000,"METAF SBBR 301100Z  11005KT 6000       BKN026   19/16 Q1017=
",SBBR
1682856000000,"METAF SBBR 301200Z  10005KT CAVOK 22/15 Q1017=
",SBBR
1682859600000,"METAF SBBR 301300Z 09005KT CAVOK 24/15 Q1018=
",SBBR
1682863200000,"METAF SBBR 301400Z 08005KT CAVOK 25/15 Q1018=
",SBBR
1682866800000,"METAF SBBR 301500Z 08005KT CAVOK 26/14 Q1016=
",SBBR
1682870400000,"METAF SBBR 301600Z 08005KT CAVOK 27/14 Q1015=
",SBBR
1682874000000,"METAF SBBR 301700Z 06005KT CAVOK 28/14 Q1014=
",SBBR
1682877600000,"METAF SBBR 301800Z 04002KT 9999  -TSRA   FEW030CB 27/14 Q1013=
",SBBR
1682881200000,"METAF SBBR 301900Z  13000KT 9999  -TSRA  FEW033 FEW030CB 24/15 Q1013=
",SBBR
1682884800000,"METAF SBBR 302000Z  16004KT 9999  -TSRA   FEW030CB 24/16 Q1014=
",SBBR
1682888400000,"METAF SBBR 302100Z  11004KT 9999  -TSRA   FEW030CB 23/16 Q1014=
",SBBR
1682892000000,"METAF SBBR 302200Z  14006KT 9999  - RA     24/15 Q1014=
",SBBR
1682895600000,"METAF SBBR 302300Z  14003KT 9999  - RA     23/15 Q1015=
",SBBR
1682899200000,"METAF SBBR 010000Z  18005KT CAVOK 22/14 Q1016=
",SBBR
1682902800000,"METAF SBBR 010100Z  17004KT CAVOK 21/14 Q1016=
",SBBR
1682906400000,"METAF SBBR 010200Z  15003KT CAVOK 20/14 Q1016=
",SBBR
1682910000000,"METAF SBBR 010300Z  13003KT CAVOK 20/14 Q1016=
",SBBR
1682913600000,"METAF SBBR 010400Z  13002KT CAVOK 19/14 Q1016=
",SBBR
1682917200000,"METAF SBBR 010500Z  12002KT CAVOK 19/14 Q1016=
",SBBR
1682920800000,"METAF SBBR 010600Z  12002KT 5000     BR SCT022   18/15 Q1015=
",SBBR
1682924400000,"METAF SBBR 010700Z  12003KT 4000     BR BKN020   17/15 Q1016=
",SBBR
1682928000000,"METAF SBBR 010800Z  10002KT 3000     BR BKN018   17/15 Q1016=
",SBBR
1682931600000,"METAF SBBR 010900Z 07002KT 3000     BR BKN033   17/15 Q1017=
",SBBR
1682935200000,"METAF SBBR 011000Z 07003KT 4000     BR BKN029   17/15 Q1017=
",SBBR
1682938800000,"METAF SBBR 011100Z 07004KT 9999       FEW029   19/15 Q1018=
",SBBR
1682942400000,"METAF SBBR 011200Z  10003KT CAVOK 21/14 Q1018=
",SBBR
1682946000000,"METAF SBBR 011300Z 09004KT CAVOK 23/13 Q1018=
",SBBR
1682949600000,"METAF SBBR 011400Z  10004KT CAVOK 25/12 Q1018=
",SBBR
1682953200000,"METAF SBBR 011500Z  12003KT CAVOK 26/11 Q1017=
",SBBR
1682956800000,"METAF SBBR 011600Z  13003KT CAVOK 27/10 Q1016=
",SBBR
1682960400000,"METAF SBBR 011700Z  15004KT CAVOK 27/10 Q1014=
",SBBR
1682964000000,"METAF SBBR 011800Z  19005KT CAVOK 28/09 Q1013=
",SBBR
1682967600000,"METAF SBBR 011900Z  21006KT CAVOK 28/08 Q1013=
",SBBR
1682971200000,"METAF SBBR 012000Z  21007KT CAVOK 27/08 Q1013=
",SBBR
1682974800000,"METAF SBBR 012100Z  20007KT CAVOK 26/09 Q1013=
",SBBR
1682978400000,"METAF SBBR 012200Z  19008KT CAVOK 25/09 Q1014=
",SBBR
1682982000000,"METAF SBBR 012300Z  18008KT CAVOK 24/09 Q1014=
",SBBR
1682985600000,"METAF SBBR 020000Z  20007KT CAVOK 21/08 Q1015=
",SBBR
1682989200000,"METAF SBBR 020100Z  21006KT CAVOK 21/08 Q1015=
",SBBR
1682992800000,"METAF SBBR 020200Z  21006KT CAVOK 20/08 Q1015=
",SBBR
1682996400000,"METAF SBBR 020300Z  21005KT CAVOK 20/08 Q1015=
",SBBR
1683000000000,"METAF SBBR 020400Z  20005KT CAVOK 19/09 Q1015=
",SBBR
1683003600000,"METAF SBBR 020500Z  20004KT CAVOK 18/09 Q1014=
",SBBR
1683007200000,"METAF SBBR 020600Z  22004KT CAVOK 18/09 Q1014=
",SBBR
1683010800000,"METAF SBBR 020700Z  21004KT CAVOK 17/09 Q1014=
",SBBR
1683014400000,"METAF SBBR 020800Z  20004KT CAVOK 17/09 Q1014=
",SBBR
1683018000000,"METAF SBBR 020900Z  19004KT CAVOK 17/09 Q1014=
",SBBR
1683021600000,"METAF SBBR 021000Z  20003KT CAVOK 17/09 Q1015=
",SBBR
1683025200000,"METAF SBBR 021100Z  17002KT CAVOK 20/09 Q1016=
",SBBR
1683028800000,"METAF SBBR 021200Z  12003KT CAVOK 21/09 Q1017=
",SBBR
1683032400000,"METAF SBBR 021300Z 08003KT CAVOK 23/08 Q1017=
",SBBR
1683036000000,"METAF SBBR 021400Z 04003KT CAVOK 25/08 Q1016=
",SBBR
1683039600000,"METAF SBBR 021500Z  36003KT CAVOK 26/07 Q1015=
",SBBR
1683043200000,"METAF SBBR 021600Z  35003KT CAVOK 26/07 Q1014=
",SBBR
1683046800000,"METAF SBBR 021700Z  33003KT CAVOK 27/07 Q1013=
",SBBR
1683050400000,"METAF SBBR 021800Z  29004KT CAVOK 27/06 Q1012=
",SBBR
1683054000000,"METAF SBBR 021900Z  29005KT CAVOK 28/06 Q1011=
",SBBR
1683057600000,"METAF SBBR 022000Z  28005KT CAVOK 27/05 Q1012=
",SBBR
1683061200000,"METAF SBBR 022100Z  27006KT CAVOK 26/05 Q1012=
",SBBR
1683064800000,"METAF SBBR 022200Z  28005KT CAVOK 26/06 Q1013=
",SBBR
1683068400000,"METAF SBBR 022300Z  27003KT CAVOK 25/06 Q1014=
",SBBR
1683072000000,"METAF SBBR 030000Z  25006KT CAVOK 21/07 Q1015=
",SBBR
1683075600000,"METAF SBBR 030100Z  22007KT CAVOK 20/07 Q1015=
",SBBR
1683079200000,"METAF SBBR 030200Z  21005KT CAVOK 19/09 Q1015=
",SBBR
1683082800000,"METAF SBBR 030300Z  21005KT CAVOK 19/09 Q1015=
",SBBR
1683086400000,"METAF SBBR 030400Z  21004KT CAVOK 18/09 Q1015=
",SBBR
1683090000000,"METAF SBBR 030500Z  21004KT CAVOK 18/09 Q1014=
",SBBR
1683093600000,"METAF SBBR 030600Z  21004KT CAVOK 17/10 Q1014=
",SBBR
1683097200000,"METAF SBBR 030700Z  21004KT CAVOK 17/10 Q1015=
",SBBR
1683100800000,"METAF SBBR 030800Z  20003KT CAVOK 17/09 Q1014=
",SBBR
1683104400000,"METAF SBBR 030900Z  18003KT CAVOK 16/09 Q1015=
",SBBR
1683108000000,"METAF SBBR 031000Z  17003KT CAVOK 17/09 Q1015=
",SBBR
1683111600000,"METAF SBBR 031100Z  16003KT CAVOK 19/08 Q1016=
",SBBR
1683115200000,"METAF SBBR 031200Z  15003KT CAVOK 21/09 Q1017=
",SBBR
1683118800000,"METAF SBBR 031300Z  12004KT CAVOK 23/09 Q1017=
",SBBR
1683122400000,"METAF SBBR 031400Z 09004KT CAVOK 24/09 Q1017=
",SBBR
1683126000000,"METAF SBBR 031500Z 07004KT CAVOK 25/09 Q1016=
",SBBR
1683129600000,"METAF SBBR 031600Z 06003KT CAVOK 26/08 Q1015=
",SBBR
1683133200000,"METAF SBBR 031700Z 06003KT CAVOK 27/08 Q1014=
",SBBR
1683136800000,"METAF SBBR 031800Z 08004KT CAVOK 27/09 Q1012=
",SBBR
1683140400000,"METAF SBBR 031900Z  10004KT CAVOK 27/09 Q1012=
",SBBR
1683144000000,"METAF SBBR 032000Z  12005KT CAVOK 27/09 Q1013=
",SBBR
1683147600000,"METAF SBBR 032100Z  11006KT CAVOK 26/09 Q1013=
",SBBR
1683151200000,"METAF SBBR 032200Z  11005KT CAVOK 26/09 Q1013=
",SBBR
1683154800000,"METAF SBBR 032300Z  11004KT CAVOK 25/09 Q1014=
",SBBR
1683158400000,"METAF SBBR 040000Z  11004KT CAVOK 21/10 Q1014=
",SBBR
1683162000000,"METAF SBBR 040100Z  10003KT CAVOK 20/10 Q1015=
",SBBR
1683165600000,"METAF SBBR 040200Z 09003KT CAVOK 20/10 Q1015=
",SBBR
1683169200000,"METAF SBBR 040300Z 08003KT CAVOK 19/10 Q1015=
",SBBR
1683172800000,"METAF SBBR 040400Z 08003KT CAVOK 19/10 Q1015=
",SBBR
1683176400000,"METAF SBBR 040500Z  10003KT CAVOK 18/10 Q1014=
",SBBR
1683180000000,"METAF SBBR 040600Z  13003KT CAVOK 18/10 Q1014=
",SBBR
1683183600000,"METAF SBBR 040700Z  11003KT CAVOK 17/11 Q1015=
",SBBR
1683187200000,"METAF SBBR 040800Z  12003KT CAVOK 17/11 Q1015=
",SBBR
1683190800000,"METAF SBBR 040900Z  12003KT CAVOK 16/11 Q1015=
",SBBR
1683194400000,"METAF SBBR 041000Z  14004KT CAVOK 17/11 Q1016=
",SBBR
1683198000000,"METAF SBBR 041100Z  13005KT CAVOK 19/11 Q1017=
",SBBR
1683201600000,"METAF SBBR 041200Z  11005KT CAVOK 21/11 Q1017=
",SBBR
1683205200000,"METAF SBBR 041300Z  10008KT CAVOK 23/11 Q1018=
",SBBR
1683208800000,"METAF SBBR 041400Z 09007KT CAVOK 24/11 Q1018=
",SBBR
1683212400000,"METAF SBBR 041500Z 08006KT CAVOK 26/11 Q1017=
",SBBR
1683216000000,"METAF SBBR 041600Z 07005KT CAVOK 27/10 Q1016=
",SBBR
1683219600000,"METAF SBBR 041700Z 07005KT CAVOK 27/10 Q1015=
",SBBR
1683223200000,"METAF SBBR 041800Z 08005KT CAVOK 28/10 Q1014=
",SBBR
1683226800000,"METAF SBBR 041900Z 09005KT CAVOK 28/10 Q1014=
",SBBR
1683230400000,"METAF SBBR 042000Z 09005KT CAVOK 28/10 Q1014=
",SBBR
1683234000000,"METAF SBBR 042100Z  10005KT CAVOK 27/10 Q1014=
",SBBR
1683237600000,"METAF SBBR 042200Z  10004KT CAVOK 26/11 Q1015=
",SBBR
1683241200000,"METAF SBBR 042300Z  11004KT CAVOK 25/11 Q1016=
",SBBR
1683244800000,"METAF SBBR 050000Z  14004KT CAVOK 21/11 Q1017=
",SBBR
1683248400000,"METAF SBBR 050100Z  11003KT CAVOK 20/11 Q1017=
",SBBR
1683252000000,"METAF SBBR 050200Z  11003KT CAVOK 20/11 Q1017=
",SBBR
1683255600000,"METAF SBBR 050300Z  11003KT CAVOK 20/11 Q1017=
",SBBR
1683259200000,"METAF SBBR 050400Z  10003KT CAVOK 19/11 Q1016=
",SBBR
1683262800000,"METAF SBBR 050500Z  10003KT CAVOK 19/11 Q1016=
",SBBR
1683266400000,"METAF SBBR 050600Z  10003KT CAVOK 18/12 Q1016=
",SBBR
1683270000000,"METAF SBBR 050700Z 08003KT CAVOK 17/12 Q1016=
",SBBR
1683273600000,"METAF SBBR 050800Z 08003KT CAVOK 17/12 Q1016=
",SBBR
1683277200000,"METAF SBBR 050900Z  10003KT CAVOK 17/12 Q1017=
",SBBR
1683280800000,"METAF SBBR 051000Z  13003KT CAVOK 17/12 Q1018=
",SBBR
1683284400000,"METAF SBBR 051100Z  13005KT CAVOK 19/12 Q1019=
",SBBR
1683288000000,"METAF SBBR 051200Z  11006KT CAVOK 21/12 Q1020=
",SBBR
1683291600000,"METAF SBBR 051300Z 09007KT CAVOK 23/12 Q1020=
",SBBR
1683295200000,"METAF SBBR 051400Z 09007KT CAVOK 25/12 Q1020=
",SBBR
1683298800000,"METAF SBBR 051500Z 09006KT CAVOK 26/12 Q1019=
",SBBR
1683302400000,"METAF SBBR 051600Z  10006KT CAVOK 27/11 Q1018=
",SBBR
1683306000000,"METAF SBBR 051700Z  11005KT CAVOK 27/11 Q1016=
",SBBR
1683309600000,"METAF SBBR 051800Z  11006KT CAVOK 28/11 Q1015=
",SBBR
1683313200000,"METAF SBBR 051900Z  11006KT CAVOK 28/11 Q1014=
",SBBR
1683316800000,"METAF SBBR 052000Z  12007KT CAVOK 28/11 Q1015=
",SBBR
1683320400000,"METAF SBBR 052100Z  13007KT CAVOK 27/11 Q1015=
",SBBR
1683324000000,"METAF SBBR 052200Z  13006KT CAVOK 26/10 Q1016=
",SBBR
1683327600000,"METAF SBBR 052300Z  12006KT CAVOK 25/10 Q1016=
",SBBR
1683331200000,"METAF SBBR 060000Z  15004KT CAVOK 21/11 Q1017=
",SBBR
1683334800000,"METAF SBBR 060100Z  14004KT CAVOK 21/11 Q1017=
",SBBR
1683338400000,"METAF SBBR 060200Z  15003KT CAVOK 20/11 Q1018=
",SBBR
1683342000000,"METAF SBBR 060300Z  14003KT CAVOK 19/11 Q1018=
",SBBR
1683345600000,"METAF SBBR 060400Z  12002KT CAVOK 19/11 Q1017=
",SBBR
1683349200000,"METAF SBBR 060500Z  12002KT CAVOK 18/11 Q1017=
",SBBR
1683352800000,"METAF SBBR 060600Z  13003KT CAVOK 17/12 Q1017=
",SBBR
1683356400000,"METAF SBBR 060700Z  13003KT CAVOK 17/12 Q1017=
",SBBR
1683360000000,"METAF SBBR 060800Z  13004KT CAVOK 17/12 Q1018=
",SBBR
1683363600000,"METAF SBBR 060900Z  12005KT CAVOK 16/12 Q1018=
",SBBR
1683367200000,"METAF SBBR 061000Z  11005KT CAVOK 16/12 Q1019=
",SBBR
1683370800000,"METAF SBBR 061100Z  10006KT CAVOK 18/12 Q1019=
",SBBR
1683374400000,"METAF SBBR 061200Z  10007KT CAVOK 21/12 Q1020=
",SBBR
1683378000000,"METAF SBBR 061300Z 09008KT CAVOK 23/12 Q1020=
",SBBR
1683381600000,"METAF SBBR 061400Z 08008KT CAVOK 24/12 Q1019=
",SBBR
1683385200000,"METAF SBBR 061500Z 08008KT CAVOK 25/11 Q1018=
",SBBR
1683388800000,"METAF SBBR 061600Z 08008KT CAVOK 26/11 Q1017=
",SBBR
1683392400000,"METAF SBBR 061700Z 08007KT CAVOK 27/11 Q1015=
",SBBR
1683396000000,"METAF SBBR 061800Z 09006KT CAVOK 27/11 Q1014=
",SBBR
1683399600000,"METAF SBBR 061900Z  10006KT CAVOK 28/10 Q1014=
",SBBR
1683403200000,"METAF SBBR 062000Z  10007KT CAVOK 27/10 Q1014=
",SBBR
1683406800000,"METAF SBBR 062100Z  11007KT CAVOK 26/10 Q1014=
",SBBR
1683410400000,"METAF SBBR 062200Z  12005KT CAVOK 25/11 Q1015=
",SBBR
1683414000000,"METAF SBBR 062300Z  12007KT CAVOK 24/11 Q1016=
",SBBR
1683417600000,"METAF SBBR 070000Z  13003KT CAVOK 21/11 Q1017=
",SBBR
1683421200000,"METAF SBBR 070100Z  11003KT CAVOK 20/11 Q1017=
",SBBR
1683424800000,"METAF SBBR 070200Z 09003KT CAVOK 19/11 Q1017=
",SBBR
1683428400000,"METAF SBBR 070300Z 09002KT CAVOK 19/11 Q1017=
",SBBR
1683432000000,"METAF SBBR 070400Z  10003KT CAVOK 19/11 Q1016=
",SBBR
1683435600000,"METAF SBBR 070500Z  11003KT CAVOK 18/11 Q1016=
",SBBR
1683439200000,"METAF SBBR 070600Z  13003KT CAVOK 18/11 Q1016=
",SBBR
1683442800000,"METAF SBBR 070700Z  11003KT CAVOK 17/11 Q1016=
",SBBR
1683446400000,"METAF SBBR 070800Z  13004KT CAVOK 16/11 Q1016=
",SBBR
1683450000000,"METAF SBBR 070900Z  12003KT CAVOK 16/11 Q1016=
",SBBR
1683453600000,"METAF SBBR 071000Z  12004KT 9000       FEW033   16/11 Q1018=
",SBBR
1683457200000,"METAF SBBR 071100Z  10005KT CAVOK 17/11 Q1019=
",SBBR
1683460800000,"METAF SBBR 071200Z 09006KT CAVOK 20/11 Q1019=
",SBBR
1683464400000,"METAF SBBR 071300Z 08007KT CAVOK 22/11 Q1019=
",SBBR
1683468000000,"METAF SBBR 071400Z 09007KT CAVOK 23/10 Q1019=
",SBBR
1683471600000,"METAF SBBR 071500Z 09007KT CAVOK 24/10 Q1018=
",SBBR
1683475200000,"METAF SBBR 071600Z 08007KT CAVOK 25/10 Q1016=
",SBBR
1683478800000,"METAF SBBR 071700Z 09007KT CAVOK 26/10 Q1015=
",SBBR
1683482400000,"METAF SBBR 071800Z 09006KT CAVOK 27/09 Q1014=
",SBBR
1683486000000,"METAF SBBR 071900Z 09006KT CAVOK 27/09 Q1014=
",SBBR
1683489600000,"METAF SBBR 072000Z  10007KT CAVOK 27/09 Q1015=
",SBBR
1683493200000,"METAF SBBR 072100Z  10007KT CAVOK 26/09 Q1015=
",SBBR
1683496800000,"METAF SBBR 072200Z  10006KT CAVOK 25/09 Q1015=
",SBBR
1683500400000,"METAF SBBR 072300Z  10005KT CAVOK 23/09 Q1016=
",SBBR
1683504000000,"METAF SBBR 080000Z 09003KT CAVOK 20/10 Q1016=
",SBBR
1683507600000,"METAF SBBR 080100Z 08003KT CAVOK 19/10 Q1016=
",SBBR
1683511200000,"METAF SBBR 080200Z  11003KT CAVOK 19/10 Q1017=
",SBBR
1683514800000,"METAF SBBR 080300Z  13003KT CAVOK 18/10 Q1017=
",SBBR
1683518400000,"METAF SBBR 080400Z  11002KT CAVOK 18/10 Q1016=
",SBBR
1683522000000,"METAF SBBR 080500Z  11002KT CAVOK 18/10 Q1016=
",SBBR
1683525600000,"METAF SBBR 080600Z  15002KT CAVOK 18/10 Q1017=
",SBBR
1683529200000,"METAF SBBR 080700Z  15002KT CAVOK 17/10 Q1017=
",SBBR
1683532800000,"METAF SBBR 080800Z  15002KT CAVOK 17/10 Q1017=
",SBBR
1683536400000,"METAF SBBR 080900Z  13004KT CAVOK 17/10 Q1018=
",SBBR
1683540000000,"METAF SBBR 081000Z  13004KT CAVOK 16/10 Q1018=
",SBBR
1683543600000,"METAF SBBR 081100Z  12005KT CAVOK 17/11 Q1019=
",SBBR
1683547200000,"METAF SBBR 081200Z  12006KT CAVOK 20/11 Q1020=
",SBBR
1683550800000,"METAF SBBR 081300Z  11006KT CAVOK 22/11 Q1020=
",SBBR
1683554400000,"METAF SBBR 081400Z  10006KT CAVOK 24/11 Q1019=
",SBBR
1683558000000,"METAF SBBR 081500Z 09005KT CAVOK 25/10 Q1018=
",SBBR
1683561600000,"METAF SBBR 081600Z 09004KT CAVOK 25/10 Q1017=
",SBBR
1683565200000,"METAF SBBR 081700Z 09004KT CAVOK 26/09 Q1016=
",SBBR
1683568800000,"METAF SBBR 081800Z  10004KT CAVOK 27/10 Q1015=
",SBBR
1683572400000,"METAF SBBR 081900Z 09005KT CAVOK 27/09 Q1015=
",SBBR
1683576000000,"METAF SBBR 082000Z  10005KT CAVOK 27/09 Q1015=
",SBBR
1683579600000,"METAF SBBR 082100Z  10006KT CAVOK 26/10 Q1015=
",SBBR
1683583200000,"METAF SBBR 082200Z  11005KT CAVOK 25/10 Q1016=
",SBBR
1683586800000,"METAF SBBR 082300Z  10004KT CAVOK 24/10 Q1016=
",SBBR
1683590400000,"METAF SBBR 090000Z  14004KT CAVOK 21/11 Q1018=
",SBBR
1683594000000,"METAF SBBR 090100Z  11003KT CAVOK 20/11 Q1017=
",SBBR
1683597600000,"METAF SBBR 090200Z 08003KT CAVOK 19/11 Q1017=
",SBBR
1683601200000,"METAF SBBR 090300Z 08003KT CAVOK 19/11 Q1018=
",SBBR
1683604800000,"METAF SBBR 090400Z  10003KT CAVOK 18/11 Q1017=
",SBBR
1683608400000,"METAF SBBR 090500Z  12003KT CAVOK 18/11 Q1017=
",SBBR
1683612000000,"METAF SBBR 090600Z  15003KT CAVOK 17/11 Q1017=
",SBBR
1683615600000,"METAF SBBR 090700Z  12003KT CAVOK 17/11 Q1017=
",SBBR
1683619200000,"METAF SBBR 090800Z  13002KT CAVOK 17/11 Q1017=
",SBBR
1683622800000,"METAF SBBR 090900Z  13002KT CAVOK 17/11 Q1018=
",SBBR
1683626400000,"METAF SBBR 091000Z  12003KT CAVOK 17/11 Q1018=
",SBBR
1683630000000,"METAF SBBR 091100Z  11004KT CAVOK 19/11 Q1019=
",SBBR
1683633600000,"METAF SBBR 091200Z  10003KT CAVOK 21/11 Q1019=
",SBBR
1683637200000,"METAF SBBR 091300Z 08003KT CAVOK 23/11 Q1020=
",SBBR
1683640800000,"METAF SBBR 091400Z 05003KT CAVOK 24/11 Q1019=
",SBBR
1683644400000,"METAF SBBR 091500Z 04002KT CAVOK 25/10 Q1018=
",SBBR
1683648000000,"METAF SBBR 091600Z 03002KT CAVOK 27/09 Q1016=
",SBBR
1683651600000,"METAF SBBR 091700Z 04002KT CAVOK 27/09 Q1015=
",SBBR
1683655200000,"METAF SBBR 091800Z 08001KT CAVOK 28/09 Q1015=
",SBBR
1683658800000,"METAF SBBR 091900Z  10002KT CAVOK 28/09 Q1014=
",SBBR
1683662400000,"METAF SBBR 092000Z  12004KT CAVOK 28/10 Q1014=
",SBBR
1683666000000,"METAF SBBR 092100Z  14005KT CAVOK 27/10 Q1014=
",SBBR
1683669600000,"METAF SBBR 092200Z  16005KT CAVOK 26/10 Q1015=
",SBBR
1683673200000,"METAF SBBR 092300Z  18004KT CAVOK 25/10 Q1015=
",SBBR
1683676800000,"METAF SBBR 100000Z  20005KT CAVOK 22/11 Q1017=
",SBBR
1683680400000,"METAF SBBR 100100Z  18006KT CAVOK 21/11 Q1017=
",SBBR
1683684000000,"METAF SBBR 100200Z  18006KT CAVOK 20/11 Q1017=
",SBBR
1683687600000,"METAF SBBR 100300Z  18005KT CAVOK 20/11 Q1017=
",SBBR
1683691200000,"METAF SBBR 100400Z  17004KT CAVOK 19/11 Q1016=
",SBBR
1683694800000,"METAF SBBR 100500Z  16003KT CAVOK 18/11 Q1016=
",SBBR
1683698400000,"METAF SBBR 100600Z  15003KT CAVOK 18/11 Q1015=
",SBBR
1683702000000,"METAF SBBR 100700Z  15003KT CAVOK 17/11 Q1015=
",SBBR
1683705600000,"METAF SBBR 100800Z  15003KT CAVOK 17/11 Q1015=
",SBBR
1683709200000,"METAF SBBR 100900Z  15003KT CAVOK 17/11 Q1016=
",SBBR
1683712800000,"METAF SBBR 101000Z  15002KT CAVOK 17/11 Q1017=
",SBBR
1683716400000,"METAF SBBR 101100Z  12004KT CAVOK 19/11 Q1018=
",SBBR
1683720000000,"METAF SBBR 101200Z  13005KT CAVOK 22/12 Q1018=
",SBBR
1683723600000,"METAF SBBR 101300Z  10006KT CAVOK 23/12 Q1018=
",SBBR
1683727200000,"METAF SBBR 101400Z 09005KT CAVOK 24/12 Q1018=
",SBBR
1683730800000,"METAF SBBR 101500Z 08004KT CAVOK 25/12 Q1017=
",SBBR
1683734400000,"METAF SBBR 101600Z 08004KT CAVOK 26/11 Q1015=
",SBBR
1683738000000,"METAF SBBR 101700Z 09003KT CAVOK 27/11 Q1014=
",SBBR
1683741600000,"METAF SBBR 101800Z  10003KT CAVOK 28/10 Q1013=
",SBBR
1683745200000,"METAF SBBR 101900Z  11004KT CAVOK 28/10 Q1013=
",SBBR
1683748800000,"METAF SBBR 102000Z  12004KT CAVOK 28/10 Q1013=
",SBBR
1683752400000,"METAF SBBR 102100Z  12004KT CAVOK 27/10 Q1013=
",SBBR
1683756000000,"METAF SBBR 102200Z  12003KT CAVOK 26/10 Q1013=
",SBBR
1683759600000,"METAF SBBR 102300Z  15003KT CAVOK 25/10 Q1014=
",SBBR
1683763200000,"METAF SBBR 110000Z  17005KT CAVOK 22/10 Q1015=
",SBBR
1683766800000,"METAF SBBR 110100Z  19005KT CAVOK 21/11 Q1015=
",SBBR
1683770400000,"METAF SBBR 110200Z  20005KT CAVOK 20/11 Q1015=
",SBBR
1683774000000,"METAF SBBR 110300Z  19004KT CAVOK 20/12 Q1015=
",SBBR
1683777600000,"METAF SBBR 110400Z  20004KT CAVOK 19/12 Q1014=
",SBBR
1683781200000,"METAF SBBR 110500Z  20005KT CAVOK 19/12 Q1014=
",SBBR
1683784800000,"METAF SBBR 110600Z  20004KT CAVOK 18/12 Q1013=
",SBBR
1683788400000,"METAF SBBR 110700Z  20004KT CAVOK 18/12 Q1014=
",SBBR
1683792000000,"METAF SBBR 110800Z  20004KT CAVOK 17/12 Q1014=
",SBBR
1683795600000,"METAF SBBR 110900Z  20004KT CAVOK 17/12 Q1014=
",SBBR
1683799200000,"METAF SBBR 111000Z  19004KT CAVOK 18/12 Q1015=
",SBBR
1683802800000,"METAF SBBR 111100Z  17004KT CAVOK 19/12 Q1015=
",SBBR
1683806400000,"METAF SBBR 111200Z  15004KT CAVOK 22/12 Q1016=
",SBBR
1683810000000,"METAF SBBR 111300Z  14004KT CAVOK 24/12 Q1016=
",SBBR
1683813600000,"METAF SBBR 111400Z  10003KT CAVOK 25/12 Q1016=
",SBBR
1683817200000,"METAF SBBR 111500Z 04002KT CAVOK 26/11 Q1015=
",SBBR
1683820800000,"METAF SBBR 111600Z 01002KT CAVOK 27/10 Q1014=
",SBBR
1683824400000,"METAF SBBR 111700Z  34001KT CAVOK 28/10 Q1012=
",SBBR
1683828000000,"METAF SBBR 111800Z  26002KT CAVOK 28/10 Q1012=
",SBBR
1683831600000,"METAF SBBR 111900Z  24003KT CAVOK 29/10 Q1011=
",SBBR
1683835200000,"METAF SBBR 112000Z  25004KT CAVOK 28/11 Q1012=
",SBBR
1683838800000,"METAF SBBR 112100Z  25003KT CAVOK 27/11 Q1013=
",SBBR
1683842400000,"METAF SBBR 112200Z  19002KT CAVOK 26/11 Q1013=
",SBBR
1683846000000,"METAF SBBR 112300Z  14002KT CAVOK 25/11 Q1014=
",SBBR
1683849600000,"METAF SBBR 120000Z  21007KT CAVOK 22/13 Q1015=
",SBBR
1683853200000,"METAF SBBR 120100Z  21007KT CAVOK 21/14 Q1016=
",SBBR
1683856800000,"METAF SBBR 120200Z  20007KT CAVOK 21/14 Q1015=
",SBBR
1683860400000,"METAF SBBR 120300Z  20006KT CAVOK 21/14 Q1015=
",SBBR
1683864000000,"METAF SBBR 120400Z  21005KT CAVOK 20/14 Q1015=
",SBBR
1683867600000,"METAF SBBR 120500Z  21005KT CAVOK 20/14 Q1015=
",SBBR
1683871200000,"METAF SBBR 120600Z  21005KT CAVOK 19/14 Q1014=
",SBBR
1683874800000,"METAF SBBR 120700Z  20006KT CAVOK 18/14 Q1014=
",SBBR
1683878400000,"METAF SBBR 120800Z  19006KT 8000       FEW033   18/14 Q1015=
",SBBR
