esperas,hora,aero
0,1655118000000,SBBR
0,1655121600000,SBBR
0,1655125200000,SBBR
0,1655128800000,SBBR
0,1655132400000,SBBR
0,1655136000000,SBBR
0,1655139600000,SBBR
0,1655143200000,SBBR
0,1655146800000,SBBR
0,1655150400000,SBBR
0,1655154000000,SBBR
0,1655157600000,SBBR
0,1655161200000,SBBR
0,1655164800000,SBBR
0,1655168400000,SBBR
0,1655172000000,SBBR
0,1655175600000,SBBR
0,1655179200000,SBBR
0,1655182800000,SBBR
0,1655186400000,SBBR
0,1655190000000,SBBR
0,1655193600000,SBBR
0,1655197200000,SBBR
0,1655200800000,SBBR
0,1655204400000,SBBR
0,1655208000000,SBBR
0,1655211600000,SBBR
0,1655215200000,SBBR
0,1655218800000,SBBR
0,1655222400000,SBBR
0,1655226000000,SBBR
0,1655229600000,SBBR
0,1655233200000,SBBR
0,1655236800000,SBBR
0,1655240400000,SBBR
0,1655244000000,SBBR
0,1655247600000,SBBR
0,1655251200000,SBBR
0,1655254800000,SBBR
0,1655258400000,SBBR
0,1655262000000,SBBR
0,1655265600000,SBBR
0,1655269200000,SBBR
0,1655272800000,SBBR
0,1655276400000,SBBR
0,1655280000000,SBBR
0,1655283600000,SBBR
0,1655287200000,SBBR
0,1655290800000,SBBR
0,1655294400000,SBBR
0,1655298000000,SBBR
0,1655301600000,SBBR
0,1655305200000,SBBR
0,1655308800000,SBBR
0,1655312400000,SBBR
0,1655316000000,SBBR
0,1655319600000,SBBR
0,1655323200000,SBBR
0,1655326800000,SBBR
0,1655330400000,SBBR
0,1655334000000,SBBR
0,1655337600000,SBBR
0,1655341200000,SBBR
0,1655344800000,SBBR
0,1655348400000,SBBR
0,1655352000000,SBBR
0,1655355600000,SBBR
0,1655359200000,SBBR
0,1655362800000,SBBR
0,1655366400000,SBBR
0,1655370000000,SBBR
0,1655373600000,SBBR
0,1655377200000,SBBR
0,1655380800000,SBBR
0,1655384400000,SBBR
0,1655388000000,SBBR
0,1655391600000,SBBR
0,1655395200000,SBBR
0,1655398800000,SBBR
0,1655402400000,SBBR
0,1655406000000,SBBR
0,1655409600000,SBBR
0,1655413200000,SBBR
0,1655416800000,SBBR
0,1655420400000,SBBR
0,1655424000000,SBBR
0,1655427600000,SBBR
0,1655431200000,SBBR
0,1655434800000,SBBR
0,1655438400000,SBBR
0,1655442000000,SBBR
0,1655445600000,SBBR
0,1655449200000,SBBR
0,1655452800000,SBBR
0,1655456400000,SBBR
0,1655460000000,SBBR
0,1655463600000,SBBR
0,1655467200000,SBBR
0,1655470800000,SBBR
0,1655474400000,SBBR
0,1655478000000,SBBR
0,1655481600000,SBBR
0,1655485200000,SBBR
0,1655488800000,SBBR
0,1655492400000,SBBR
0,1655496000000,SBBR
0,1655499600000,SBBR
0,1655503200000,SBBR
0,1655506800000,SBBR
0,1655510400000,SBBR
0,1655514000000,SBBR
0,1655517600000,SBBR
0,1655521200000,SBBR
0,1655524800000,SBBR
0,1655528400000,SBBR
0,1655532000000,SBBR
0,1655535600000,SBBR
0,1655539200000,SBBR
0,1655542800000,SBBR
0,1655546400000,SBBR
0,1655550000000,SBBR
0,1655553600000,SBBR
0,1655557200000,SBBR
0,1655560800000,SBBR
0,1655564400000,SBBR
0,1655568000000,SBBR
0,1655571600000,SBBR
0,1655575200000,SBBR
0,1655578800000,SBBR
0,1655582400000,SBBR
0,1655586000000,SBBR
0,1655589600000,SBBR
0,1655593200000,SBBR
0,1655596800000,SBBR
0,1655600400000,SBBR
0,1655604000000,SBBR
0,1655607600000,SBBR
0,1655611200000,SBBR
0,1655614800000,SBBR
0,1655618400000,SBBR
0,1655622000000,SBBR
0,1655625600000,SBBR
0,1655629200000,SBBR
0,1655632800000,SBBR
0,1655636400000,SBBR
0,1655640000000,SBBR
0,1655643600000,SBBR
0,1655647200000,SBBR
0,1655650800000,SBBR
0,1655654400000,SBBR
0,1655658000000,SBBR
0,1655661600000,SBBR
0,1655665200000,SBBR
0,1655668800000,SBBR
0,1655672400000,SBBR
0,1655676000000,SBBR
0,1655679600000,SBBR
0,1655683200000,SBBR
0,1655686800000,SBBR
0,1655690400000,SBBR
0,1655694000000,SBBR
0,1655697600000,SBBR
0,1655701200000,SBBR
0,1655704800000,SBBR
0,1655708400000,SBBR
0,1655712000000,SBBR
0,1655715600000,SBBR
0,1655719200000,SBBR
0,1655722800000,SBBR
0,1655726400000,SBBR
0,1655730000000,SBBR
0,1655733600000,SBBR
0,1655737200000,SBBR
0,1655740800000,SBBR
0,1655744400000,SBBR
0,1655748000000,SBBR
0,1655751600000,SBBR
0,1655755200000,SBBR
0,1655758800000,SBBR
0,1655762400000,SBBR
0,1655766000000,SBBR
0,1655769600000,SBBR
0,1655773200000,SBBR
0,1655776800000,SBBR
0,1655780400000,SBBR
0,1655784000000,SBBR
0,1655787600000,SBBR
0,1655791200000,SBBR
0,1655794800000,SBBR
0,1655798400000,SBBR
0,1655802000000,SBBR
0,1655805600000,SBBR
0,1655809200000,SBBR
0,1655812800000,SBBR
0,1655816400000,SBBR
0,1655820000000,SBBR
0,1655823600000,SBBR
0,1655827200000,SBBR
0,1655830800000,SBBR
0,1655834400000,SBBR
0,1655838000000,SBBR
0,1655841600000,SBBR
0,1655845200000,SBBR
0,1655848800000,SBBR
0,1655852400000,SBBR
0,1655856000000,SBBR
0,1655859600000,SBBR
0,1655863200000,SBBR
0,1655866800000,SBBR
0,1655870400000,SBBR
0,1655874000000,SBBR
0,1655877600000,SBBR
0,1655881200000,SBBR
0,1655884800000,SBBR
0,1655888400000,SBBR
0,1655892000000,SBBR
0,1655895600000,SBBR
0,1655899200000,SBBR
0,1655902800000,SBBR
0,1655906400000,SBBR
0,1655910000000,SBBR
0,1655913600000,SBBR
0,1655917200000,SBBR
0,1655920800000,SBBR
0,1655924400000,SBBR
0,1655928000000,SBBR
0,1655931600000,SBBR
0,1655935200000,SBBR
0,1655938800000,SBBR
0,1655942400000,SBBR
0,1655946000000,SBBR
0,1655949600000,SBBR
0,1655953200000,SBBR
0,1655956800000,SBBR
0,1655960400000,SBBR
0,1655964000000,SBBR
0,1655967600000,SBBR
0,1655971200000,SBBR
0,1655974800000,SBBR
0,1655978400000,SBBR
0,1655982000000,SBBR
0,1655985600000,SBBR
0,1655989200000,SBBR
0,1655992800000,SBBR
0,1655996400000,SBBR
0,1656000000000,SBBR
0,1656003600000,SBBR
0,1656007200000,SBBR
0,1656010800000,SBBR
1,1656014400000,SBBR
0,1656018000000,SBBR
0,1656021600000,SBBR
0,1656025200000,SBBR
0,1656028800000,SBBR
0,1656032400000,SBBR
0,1656036000000,SBBR
0,1656039600000,SBBR
0,1656043200000,SBBR
0,1656046800000,SBBR
0,1656050400000,SBBR
0,1656054000000,SBBR
0,1656057600000,SBBR
0,1656061200000,SBBR
0,1656064800000,SBBR
0,1656068400000,SBBR
0,1656072000000,SBBR
0,1656075600000,SBBR
0,1656079200000,SBBR
0,1656082800000,SBBR
0,1656086400000,SBBR
0,1656090000000,SBBR
0,1656093600000,SBBR
0,1656097200000,SBBR
0,1656100800000,SBBR
0,1656104400000,SBBR
0,1656108000000,SBBR
0,1656111600000,SBBR
0,1656115200000,SBBR
0,1656118800000,SBBR
0,1656122400000,SBBR
0,1656126000000,SBBR
0,1656129600000,SBBR
0,1656133200000,SBBR
0,1656136800000,SBBR
0,1656140400000,SBBR
0,1656144000000,SBBR
0,1656147600000,SBBR
0,1656151200000,SBBR
0,1656154800000,SBBR
0,1656158400000,SBBR
0,1656162000000,SBBR
0,1656165600000,SBBR
0,1656169200000,SBBR
0,1656172800000,SBBR
0,1656176400000,SBBR
0,1656180000000,SBBR
0,1656183600000,SBBR
0,1656187200000,SBBR
0,1656190800000,SBBR
0,1656194400000,SBBR
0,1656198000000,SBBR
0,1656201600000,SBBR
0,1656205200000,SBBR
0,1656208800000,SBBR
0,1656212400000,SBBR
0,1656216000000,SBBR
0,1656219600000,SBBR
0,1656223200000,SBBR
0,1656226800000,SBBR
0,1656230400000,SBBR
0,1656234000000,SBBR
0,1656237600000,SBBR
0,1656241200000,SBBR
0,1656244800000,SBBR
0,1656248400000,SBBR
0,1656252000000,SBBR
0,1656255600000,SBBR
0,1656259200000,SBBR
0,1656262800000,SBBR
0,1656266400000,SBBR
0,1656270000000,SBBR
0,1656273600000,SBBR
0,1656277200000,SBBR
0,1656280800000,SBBR
0,1656284400000,SBBR
0,1656288000000,SBBR
0,1656291600000,SBBR
0,1656295200000,SBBR
0,1656298800000,SBBR
0,1656302400000,SBBR
0,1656306000000,SBBR
0,1656309600000,SBBR
0,1656313200000,SBBR
0,1656316800000,SBBR
0,1656320400000,SBBR
0,1656324000000,SBBR
0,1656327600000,SBBR
0,1656331200000,SBBR
0,1656334800000,SBBR
0,1656338400000,SBBR
0,1656342000000,SBBR
0,1656345600000,SBBR
0,1656349200000,SBBR
0,1656352800000,SBBR
0,1656356400000,SBBR
0,1656360000000,SBBR
0,1656363600000,SBBR
0,1656367200000,SBBR
0,1656370800000,SBBR
0,1656374400000,SBBR
0,1656378000000,SBBR
0,1656381600000,SBBR
0,1656385200000,SBBR
0,1656388800000,SBBR
0,1656392400000,SBBR
0,1656396000000,SBBR
0,1656399600000,SBBR
0,1656403200000,SBBR
0,1656406800000,SBBR
0,1656410400000,SBBR
0,1656414000000,SBBR
0,1656417600000,SBBR
0,1656421200000,SBBR
0,1656424800000,SBBR
0,1656428400000,SBBR
0,1656432000000,SBBR
0,1656435600000,SBBR
0,1656439200000,SBBR
0,1656442800000,SBBR
0,1656446400000,SBBR
0,1656450000000,SBBR
0,1656453600000,SBBR
0,1656457200000,SBBR
0,1656460800000,SBBR
0,1656464400000,SBBR
0,1656468000000,SBBR
0,1656471600000,SBBR
0,1656475200000,SBBR
0,1656478800000,SBBR
0,1656482400000,SBBR
0,1656486000000,SBBR
0,1656489600000,SBBR
0,1656493200000,SBBR
0,1656496800000,SBBR
0,1656500400000,SBBR
0,1656504000000,SBBR
0,1656507600000,SBBR
0,1656511200000,SBBR
0,1656514800000,SBBR
0,1656518400000,SBBR
0,1656522000000,SBBR
0,1656525600000,SBBR
0,1656529200000,SBBR
0,1656532800000,SBBR
0,1656536400000,SBBR
0,1656540000000,SBBR
0,1656543600000,SBBR
0,1656547200000,SBBR
0,1656550800000,SBBR
0,1656554400000,SBBR
0,1656558000000,SBBR
0,1656561600000,SBBR
0,1656565200000,SBBR
0,1656568800000,SBBR
0,1656572400000,SBBR
0,1656576000000,SBBR
0,1656579600000,SBBR
0,1656583200000,SBBR
0,1656586800000,SBBR
0,1656590400000,SBBR
0,1656594000000,SBBR
0,1656597600000,SBBR
0,1656601200000,SBBR
0,1656604800000,SBBR
0,1656608400000,SBBR
0,1656612000000,SBBR
0,1656615600000,SBBR
0,1656619200000,SBBR
0,1656622800000,SBBR
0,1656626400000,SBBR
0,1656630000000,SBBR
0,1656633600000,SBBR
0,1656637200000,SBBR
0,1656640800000,SBBR
0,1656644400000,SBBR
0,1656648000000,SBBR
0,1656651600000,SBBR
0,1656655200000,SBBR
0,1656658800000,SBBR
0,1656662400000,SBBR
0,1656666000000,SBBR
0,1656669600000,SBBR
0,1656673200000,SBBR
0,1656676800000,SBBR
0,1656680400000,SBBR
0,1656684000000,SBBR
0,1656687600000,SBBR
0,1656691200000,SBBR
0,1656694800000,SBBR
0,1656698400000,SBBR
0,1656702000000,SBBR
0,1656705600000,SBBR
0,1656709200000,SBBR
0,1656712800000,SBBR
0,1656716400000,SBBR
0,1656720000000,SBBR
0,1656723600000,SBBR
0,1656727200000,SBBR
0,1656730800000,SBBR
0,1656734400000,SBBR
0,1656738000000,SBBR
0,1656741600000,SBBR
0,1656745200000,SBBR
0,1656748800000,SBBR
0,1656752400000,SBBR
0,1656756000000,SBBR
0,1656759600000,SBBR
0,1656763200000,SBBR
0,1656766800000,SBBR
0,1656770400000,SBBR
0,1656774000000,SBBR
0,1656777600000,SBBR
0,1656781200000,SBBR
0,1656784800000,SBBR
0,1656788400000,SBBR
0,1656792000000,SBBR
0,1656795600000,SBBR
0,1656799200000,SBBR
0,1656802800000,SBBR
0,1656806400000,SBBR
0,1656810000000,SBBR
0,1656813600000,SBBR
0,1656817200000,SBBR
0,1656820800000,SBBR
0,1656824400000,SBBR
0,1656828000000,SBBR
0,1656831600000,SBBR
0,1656835200000,SBBR
0,1656838800000,SBBR
0,1656842400000,SBBR
0,1656846000000,SBBR
0,1656849600000,SBBR
0,1656853200000,SBBR
0,1656856800000,SBBR
0,1656860400000,SBBR
0,1656864000000,SBBR
0,1656867600000,SBBR
0,1656871200000,SBBR
0,1656874800000,SBBR
0,1656878400000,SBBR
0,1656882000000,SBBR
0,1656885600000,SBBR
0,1656889200000,SBBR
0,1656892800000,SBBR
0,1656896400000,SBBR
0,1656900000000,SBBR
0,1656903600000,SBBR
0,1656907200000,SBBR
0,1656910800000,SBBR
0,1656914400000,SBBR
0,1656918000000,SBBR
0,1656921600000,SBBR
0,1656925200000,SBBR
0,1656928800000,SBBR
0,1656932400000,SBBR
0,1656936000000,SBBR
0,1656939600000,SBBR
0,1656943200000,SBBR
0,1656946800000,SBBR
0,1656950400000,SBBR
0,1656954000000,SBBR
0,1656957600000,SBBR
0,1656961200000,SBBR
0,1656964800000,SBBR
0,1656968400000,SBBR
0,1656972000000,SBBR
0,1656975600000,SBBR
0,1656979200000,SBBR
0,1656982800000,SBBR
0,1656986400000,SBBR
0,1656990000000,SBBR
0,1656993600000,SBBR
0,1656997200000,SBBR
0,1657000800000,SBBR
0,1657004400000,SBBR
0,1657008000000,SBBR
0,1657011600000,SBBR
0,1657015200000,SBBR
0,1657018800000,SBBR
0,1657022400000,SBBR
0,1657026000000,SBBR
0,1657029600000,SBBR
0,1657033200000,SBBR
0,1657036800000,SBBR
0,1657040400000,SBBR
0,1657044000000,SBBR
0,1657047600000,SBBR
0,1657051200000,SBBR
0,1657054800000,SBBR
0,1657058400000,SBBR
0,1657062000000,SBBR
0,1657065600000,SBBR
0,1657069200000,SBBR
0,1657072800000,SBBR
0,1657076400000,SBBR
0,1657080000000,SBBR
0,1657083600000,SBBR
0,1657087200000,SBBR
0,1657090800000,SBBR
0,1657094400000,SBBR
0,1657098000000,SBBR
0,1657101600000,SBBR
0,1657105200000,SBBR
0,1657108800000,SBBR
0,1657112400000,SBBR
0,1657116000000,SBBR
0,1657119600000,SBBR
0,1657123200000,SBBR
0,1657126800000,SBBR
0,1657130400000,SBBR
0,1657134000000,SBBR
0,1657137600000,SBBR
0,1657141200000,SBBR
0,1657144800000,SBBR
0,1657148400000,SBBR
0,1657152000000,SBBR
0,1657155600000,SBBR
0,1657159200000,SBBR
0,1657162800000,SBBR
0,1657166400000,SBBR
0,1657170000000,SBBR
0,1657173600000,SBBR
0,1657177200000,SBBR
0,1657180800000,SBBR
0,1657184400000,SBBR
0,1657188000000,SBBR
0,1657191600000,SBBR
0,1657195200000,SBBR
0,1657198800000,SBBR
0,1657202400000,SBBR
0,1657206000000,SBBR
0,1657209600000,SBBR
0,1657213200000,SBBR
0,1657216800000,SBBR
0,1657220400000,SBBR
0,1657224000000,SBBR
0,1657227600000,SBBR
0,1657231200000,SBBR
0,1657234800000,SBBR
0,1657238400000,SBBR
0,1657242000000,SBBR
0,1657245600000,SBBR
0,1657249200000,SBBR
0,1657252800000,SBBR
0,1657256400000,SBBR
0,1657260000000,SBBR
0,1657263600000,SBBR
0,1657267200000,SBBR
0,1657270800000,SBBR
0,1657274400000,SBBR
0,1657278000000,SBBR
0,1657281600000,SBBR
0,1657285200000,SBBR
1,1657288800000,SBBR
0,1657292400000,SBBR
0,1657296000000,SBBR
0,1657299600000,SBBR
0,1657303200000,SBBR
0,1657306800000,SBBR
0,1657310400000,SBBR
0,1657314000000,SBBR
0,1657317600000,SBBR
0,1657321200000,SBBR
0,1657324800000,SBBR
0,1657328400000,SBBR
0,1657332000000,SBBR
0,1657335600000,SBBR
0,1657339200000,SBBR
0,1657342800000,SBBR
0,1657346400000,SBBR
0,1657350000000,SBBR
0,1657353600000,SBBR
0,1657357200000,SBBR
0,1657360800000,SBBR
0,1657364400000,SBBR
0,1657368000000,SBBR
0,1657371600000,SBBR
0,1657375200000,SBBR
0,1657378800000,SBBR
0,1657382400000,SBBR
0,1657386000000,SBBR
0,1657389600000,SBBR
0,1657393200000,SBBR
0,1657396800000,SBBR
0,1657400400000,SBBR
0,1657404000000,SBBR
0,1657407600000,SBBR
0,1657411200000,SBBR
0,1657414800000,SBBR
0,1657418400000,SBBR
0,1657422000000,SBBR
0,1657425600000,SBBR
0,1657429200000,SBBR
0,1657432800000,SBBR
0,1657436400000,SBBR
0,1657440000000,SBBR
0,1657443600000,SBBR
0,1657447200000,SBBR
0,1657450800000,SBBR
0,1657454400000,SBBR
0,1657458000000,SBBR
0,1657461600000,SBBR
0,1657465200000,SBBR
0,1657468800000,SBBR
0,1657472400000,SBBR
0,1657476000000,SBBR
0,1657479600000,SBBR
0,1657483200000,SBBR
0,1657486800000,SBBR
0,1657490400000,SBBR
0,1657494000000,SBBR
0,1657497600000,SBBR
0,1657501200000,SBBR
0,1657504800000,SBBR
0,1657508400000,SBBR
0,1657512000000,SBBR
0,1657515600000,SBBR
0,1657519200000,SBBR
0,1657522800000,SBBR
0,1657526400000,SBBR
0,1657530000000,SBBR
0,1657533600000,SBBR
0,1657537200000,SBBR
0,1657540800000,SBBR
0,1657544400000,SBBR
0,1657548000000,SBBR
0,1657551600000,SBBR
0,1657555200000,SBBR
0,1657558800000,SBBR
0,1657562400000,SBBR
0,1657566000000,SBBR
0,1657569600000,SBBR
0,1657573200000,SBBR
0,1657576800000,SBBR
0,1657580400000,SBBR
0,1657584000000,SBBR
0,1657587600000,SBBR
0,1657591200000,SBBR
0,1657594800000,SBBR
0,1657598400000,SBBR
0,1657602000000,SBBR
0,1657605600000,SBBR
0,1657609200000,SBBR
0,1657612800000,SBBR
0,1657616400000,SBBR
0,1657620000000,SBBR
0,1657623600000,SBBR
0,1657627200000,SBBR
0,1657630800000,SBBR
0,1657634400000,SBBR
0,1657638000000,SBBR
0,1657641600000,SBBR
0,1657645200000,SBBR
0,1657648800000,SBBR
0,1657652400000,SBBR
0,1657656000000,SBBR
0,1657659600000,SBBR
0,1657663200000,SBBR
0,1657666800000,SBBR
0,1657670400000,SBBR
0,1657674000000,SBBR
0,1657677600000,SBBR
0,1657681200000,SBBR
0,1657684800000,SBBR
0,1657688400000,SBBR
0,1657692000000,SBBR
0,1657695600000,SBBR
0,1657699200000,SBBR
0,1657702800000,SBBR
0,1657706400000,SBBR
0,1657710000000,SBBR
0,1657713600000,SBBR
0,1657717200000,SBBR
0,1657720800000,SBBR
0,1657724400000,SBBR
0,1657728000000,SBBR
0,1657731600000,SBBR
0,1657735200000,SBBR
0,1657738800000,SBBR
0,1657742400000,SBBR
0,1657746000000,SBBR
0,1657749600000,SBBR
0,1657753200000,SBBR
0,1657756800000,SBBR
0,1657760400000,SBBR
0,1657764000000,SBBR
0,1657767600000,SBBR
0,1657771200000,SBBR
0,1657774800000,SBBR
0,1657778400000,SBBR
0,1657782000000,SBBR
0,1657785600000,SBBR
0,1657789200000,SBBR
0,1657792800000,SBBR
0,1657796400000,SBBR
0,1657800000000,SBBR
0,1657803600000,SBBR
0,1657807200000,SBBR
0,1657810800000,SBBR
0,1657814400000,SBBR
0,1657818000000,SBBR
0,1657821600000,SBBR
0,1657825200000,SBBR
0,1657828800000,SBBR
0,1657832400000,SBBR
0,1657836000000,SBBR
0,1657839600000,SBBR
0,1657843200000,SBBR
0,1657846800000,SBBR
0,1657850400000,SBBR
0,1657854000000,SBBR
0,1657857600000,SBBR
0,1657861200000,SBBR
0,1657864800000,SBBR
0,1657868400000,SBBR
0,1657872000000,SBBR
0,1657875600000,SBBR
0,1657879200000,SBBR
0,1657882800000,SBBR
0,1657886400000,SBBR
0,1657890000000,SBBR
0,1657893600000,SBBR
0,1657897200000,SBBR
0,1657900800000,SBBR
0,1657904400000,SBBR
0,1657908000000,SBBR
